cilindr,圆柱,"数学用語として""円柱""は中国語で「圆柱」。",「圆」は後述(25番)の「円形」にも対応できるため、学習上連想しやすい。
rond,圆,"""円形・丸い""を最も直接的に示す簡体字。日本語の「円」と同源で意味も取りやすい。",本リスト中で「圆」はすでに「圆柱」とセットで登場予定。
cirkl,圆,"「円形」「丸い」を意味する簡体字で、日本の「円(えん)」とも字形・意味が近く、直感的に""circle""を連想しやすい。",既出偏旁との重複は少ないが、画数は9画で比較的少なく、円形の意味を表すには最適。
urn,瓮,"中国語では古代の素焼きの壺・甕を指す単字。エスペラントの""(古代の)壷""のニュアンスに近い。",やや馴染みが薄い漢字だが画数は8画と多くはない。壶(壺)との差別化でこちらを採用。
kuler,勺,「さじ」「ひしゃく」を表す簡体字。中国語の日常で「勺子」としても使われる。,3画と非常に画数が少なく、一目で「さじ」と連想しやすい。
botel,瓶,「びん」を意味する最も一般的な簡体字。日本語でも「瓶」と書くため意味が伝わりやすい。,10画だが、日本語圏・中国語圏とも馴染みがあり覚えやすい。
plet,盘,"「盆」「皿」「トレー」などを広く指せる簡体字。エスペラントの""tray""に対応しやすい。",画数は11画程度だが、日中で「盤」として広く使われる語形で分かりやすい。
tas,杯,"「コップ」「茶碗」など液体を入れる""杯""を表す常用字。",8画で中庸、日中とも「杯」として認知されやすい。
bovl,碗,"中国語で「碗」はボウル・お椀を意味する最適な単字。日本語の「腕」と同形で紛らわしいが、""わん""の音からも類推は可能。",13画とやや多いが、器を表す漢字としては代表的。
kuv,桶,「大桶」「タブ(桶状の容器)」を最も直接的に表す簡体字。,11画。後述の「barel」「sitel」でも同じ字を使い回し可能。
kaldron,锅,簡体字「锅」は「鍋」「大鍋」「釜」に相当し、大釜(かま)や大鍋を広く表せる。,9画。「鍋」に相当する形で日本人にも理解しやすい。
pelv,盆,中国語でも「洗脸盆」など「たらい」や「洗面器」の意味を持つ。,9画。同様の意味で日中とも使われるため直感的。
pot,壶,中国語で「壶」は壺・ポット・急須などを指す一般的な単字。,10画で比較的覚えやすく、日本語の「壺(壷)」に近いイメージ。
barel,桶,「たる」も広義には「大きな桶」。既出のkuv(大桶)と同義字で統一し、文字の使い回しを図る。,既に登場(kuv)しているため追加負担なし。
vaz,器,"「器皿」「容器」を表す基幹的な単字で、エスペラント""vase/vessel""の意味域に相当。",15画とやや多いが、日本語の「器」と同じ形で意味も直感的。
korb,篮,簡体字で「篮」は「籃」の略。カゴ・バスケットに相当する代表的な単字。,14画とやや多いが、中国語圏では非常に一般的。日本語でも「籃」は見かける。
sitel,桶,バケツ(提桶)にも「桶」が広く使われるため流用。,"既出のkuv, barelと同じ字を再利用。"
kalik,杯,"聖杯(chalice)やゴブレットも、広義には""杯""として表現可能。",tas(杯)と同じ字を再利用。
kruĉ,壶,(取っ手付)水差し・ピッチャーも、現代中国語では「壶」に含まれることが多い。,既出(pot)と同じ字を活用。
karaf,瓶,カラフやデキャンタは「細長い瓶」の一種。瓶と共通化して学習コストを低減。,既出(botel)の再利用で追加負担なし。
forn,炉,中国語で「炉」は炉全般(オーブン・かまど)を指す単字。,8画と比較的少なく、日本語の「炉」と同形。
kamen,炉,暖炉(壁炉)も単に「炉」として表現可能。すでに「forn」で用いた字を再利用。,既出(forn)と同じ字を再利用。
kaserol,锅,シチュー鍋・平底鍋などの調理用鍋を広くカバーできる単字。,kaldron(锅)と同字で追加負担なし。
pat,锅,"フライパンも中国語では""平底锅""等と呼び、""锅""で調理器具全般を指せる。",同上(既出)のため新規負担なし。
lad,锡,「錫(すず)」の簡体字。ブリキ(=鉄に錫をめっき)連想から単字で「锡」を割り当て。,10画でそこそこだが、「tin plate」を最短で表す手段として選択。
lamen,片,「薄片」「スライス」を意味する最適な単字。,4画と画数が少なく、既出の要素ともあまり競合しない。
karton,纸板,"「厚紙」「段ボール」「紙板」を指す2文字熟語。単字で""厚紙""を表す適当な文字がないため2字とした。","新規2字(纸, 板)だが「紙」と「板」の組合せで意味が直感的に把握しやすい。"
ekran,屏,現代中国語では「屏幕(ピンムー)」が「スクリーン」を表すが、簡略化して単独の「屏」を充てた。日本語でも「屏風」から「画面」のイメージを連想可能。,「屏」は9画程度で、比較的画数は少なめ。
panel,板,パネル(板状のもの)を指す漢字として、中国語では「面板」などの語で「板」が使われる。,「板」は8画。後述の tabul（「板」）と共通化することで文字種を抑制できる。
plad,盘,「大皿」の意味合い。中国語で皿や皿状のものを示す「盘(盤)」を用いる。,「盘」は9画ほど。日本語の「盤」の簡体字であり、大皿のイメージが伝わりやすい。
teler,皿,「皿」（小皿・プレート）そのものを表す。日本語でも「皿」、中国語でも部首としては同形。,5画と少なく、直感的に器物を連想できる。
tabl,桌,テーブルを意味する「桌(桌子)」。日本語ではやや馴染みが薄いが、中国語圏で「机」とは別に「桌」として区別される。,10画程度。
tabul,板,「板」。すでに panel で「板」を用いているため同じ字を再利用。,使い回しで文字総数を削減。
klap,阀,弁やバルブ(機械弁)のイメージに近い「阀」(本来は「阀门」で「バルブ」)。,6画と比較的少なく、機械要素を示す語に再利用しやすい。
kloŝ,钟,鐘形ガラス器(ベルジャー)を簡略に「鐘」の字で表現。厳密には「钟罩」が正確だが、1文字に圧縮。,9画。「金(钅)＋中」の組み合わせで、日本語話者にも「鐘」のイメージが伝わる可能性がある。
ĉel,细胞,「細胞」は中国語で一般的に「细胞」と表す。1文字で正確に「細胞」を示す字は存在しないため、2文字熟語を採用。,「细(8画)＋胞(9画)」計17画。やや多いが、生物用語として定着しているため分かりやすい。
vezik,囊泡,生物学で「囊泡(ベシクル)」を指す語。水泡・膀胱などのニュアンスを総合した意味に近い。,「囊(10画)」＋「泡(8画)」の計18画。どちらも一度学べば応用が利きやすい。
ampol,灯泡,エスペラントではアンプル(医療用アンプル/電球)の両方の意味を含むが、中国語では電球を「灯泡」と呼ぶ。比較的通じやすい。,「灯(6画)」＋「泡(8画)」＝14画。「泡」は vezik と共通。
kapsul,胶囊,カプセルを示す標準的な中国語が「胶囊」。1文字では適切な簡体字がないため2文字熟語を使用。,「胶(10画)＋囊(10画)」計20画。ただし「囊」は vezik ですでに登場済み。
trog,槽,飼い葉桶やトラフを意味する「槽」。漢字として「水槽」「料槽」など「～槽」は多用途に用いられる。,10画。見た目で「槽＝溝状の器」と想起しやすい。
palanken,轿,東洋の「かご形の乗物」を中国語では「轿子(花轿)」等で表すが、1文字化して「轿」。,9画。「车」偏を含み、乗り物関連であることを示唆。
valiz,箱,旅行かばん(スーツケース)を箱状のイメージで「箱」。中国語でも「行李箱」と呼ぶことが多い。,"11画。のちの kofr, kest とまとめて再利用可能。"
tornistr,背包,ランドセルやリュックに相当。中国語では「背包」が一般的。,「背(9画)＋包(5画)」合計14画。「包」は簡単で、再利用範囲も広い。
kofr,箱,トランクや大型スーツケースなど「箱」を用いて共通化。,既出の「箱」を使い回し。
katakomb,墓穴,カタコンベ(地下墓地)を直訳的に「墓穴」とした。厳密には「地下墓穴」だが、2文字で簡略化。,「墓(13画)＋穴(5画)」＝18画。
katafalk,棺台,棺台(葬列時の台)を2文字で表す。「架」でも良いが、画数の少ない「台」を採用。,「棺(10画)＋台(5画)」＝15画。
sarkofag,石棺,サルコファガス(石棺)そのものを示す。,「石(5画)＋棺(10画)」＝15画。katafalk で既出の「棺」を再利用。
uj,器,容器全般(うつわ)を表す接尾辞に対応する汎用漢字「器」を採用。,15画とやや多いが、「容器」や「器皿」などで広く使われるため便利。
kest,箱,「箱(かこい)」を意味する直接的な字。「箱」で他の語根とも共用。,既出の「箱」を使い回し。
skatol,盒,小箱・手箱のイメージ。中国語では小型の箱を「盒(盒子)」と呼ぶ。,9画。kest(箱) より小型のニュアンスを区別できる。
hangar,机库,航空機の「格納庫」は中国語で「机库」。単独1文字での対応が難しいため2文字。,「机(6画)＋库(7画)」＝13画。どちらも比較的シンプル。
kupe,车厢,(客車の)車室は中国語で「车厢」が一般的。google翻訳の「隔间」はやや汎用的(区画)なためこちらを優先。,「车(4画)＋厢(11画)」＝15画。偏旁「车」は 轿 とも関連。
muzik,乐,中国語「音乐」の省略形として「乐」を用いれば、「音楽」の意味合いを端的に示すことが可能。日本語圏にとっても「楽」という字を思い起こしやすい。,新規導入(「乐」)。画数は少なめ。
konservatori,乐院,"中国語で「音乐学院」は音楽の専門教育機関を指すが、簡略化して「乐院」とすることで""音楽学校(コンセルヴァトリ)""を示す。",「乐」は既出、新規に「院」を導入。
kantor,领唱,"「领唱」は直訳すると「リードシンガー」「先導して歌う人」。宗教施設などで先導役として歌う""聖歌隊員""に対応しやすい。",新規で「领」「唱」を導入(計2字)。以降「唱」は「歌う」関連で再利用可能。
korife,领唱,「chorus leader」に近い意味。実際には「合唱指揮者」に近い表現もあるが、簡略化のため「领唱」を再利用。,「领」「唱」は上記(3)で導入済み。追加の新規文字なし。
koncert,乐会,「音乐会」の略。コンサートの意味を簡潔に示す。,「乐」は既出、新規で「会」を導入(画数は少なめ)。
bal,舞会,中国語の「舞会」はダンスパーティー、舞踏会の意味。,「会」は既出、新規に「舞」を導入。
ĥor,合唱,"中国語でも「合唱」は""合唱・合唱団""の意。発音は hé chàng。",新規に「合」を導入、「唱」は(3)「kantor」で既出。
korus,合唱,「ĥor」と同義の「コーラス」「合唱団」を指すので同一表記を再利用。,「合」「唱」は既出につき追加負担なし。
kant,唱,「歌う」「歌」のコア意味を簡潔に1文字で示す。「唱」は歌唱を表す漢字。,(3) で既出の「唱」そのまま。追加負担なし。
danc,舞,"「舞」は""踊る""を端的に表す。",(6)「舞会」で既出の「舞」を流用。追加負担なし。
aks,轴,"中国語で「轴」は""軸／アクス""を直接表す字。",新規に「轴」を導入。
kern,核,「核心」「核(種)」「核(原子核)」など、中心・中核を表す意味に通じる。,新規に「核」。
atom,原子,"中国語・日本語共に「原子」が最も標準的。""atom""の直訳。",新規で「原」「子」を導入(2文字)。
molekul,分子,"中国語・日本語でも「分子」は""molecule""の意味。",新規で「分」を導入、「子」は(13)で既出。
polus,极,"中国語簡体字で「极」(極)は""極地・極点""を示す。",新規に「极」。
magnet,磁,"本来「磁铁」「磁石」が""磁石(マグネット)""だが、1文字「磁」で""磁性(磁力)""を想起できるように簡略化。",新規に「磁」。
bas,低音,"""バス(低い音域)""を素直に表現。",新規で「低」「音」を導入(2文字)。
kontrabas,低音提琴,中国語で「コントラバス」は「低音提琴」または「倍大提琴」等。ここではわかりやすい「低音提琴」を採用。,「低音」は(17)で既出、新規「提」「琴」。
bariton,男中音,"中国語で""バリトン""は「男中音」が一般的表現。",新規に「男」「中」を導入、「音」は(17)で既出。
balet,芭蕾,"中国語の「芭蕾」は""バレエ""の音訳。日本語でも連想しやすい。",新規で「芭」「蕾」を導入(2文字)。
balast,压载,中国語で「压载(物)」は船舶や気球のバラストを指す。,新規に「压」「载」を導入(2文字)。
pil,电池,中国語で「电池」はバッテリーセル(単電池)にも使われる。,新規に「电」「池」を導入(2文字)。
bateri,电池,通常「电池」は単体セルも含むが、一般にバッテリー全般を指す表現としても使われることが多い。,「电」「池」は(22)で既出。追加負担なし。
balon,气球,"中国語「气球」は""バルーン""の意味。",新規に「气」「球」を導入(2文字)。
bomb,炸弹,"中国語の最も一般的な""爆弾""表現。「炸」=爆発・「弹」=弾。",新規に「炸」「弹」を導入(2文字)。
petard,爆,「爆」は「爆発」「爆竹」など、爆音を伴う火工品を連想しやすい。日本語圏でも「爆」という字は「爆発」の意味で広く知られているため、火薬系のイメージを結び付けやすい。,新出。比較的画数は多い(19画)が、「火+暴」の組み合わせは理解しやすいかもしれない。
step（大草原）,原,"「原」は「原っぱ」「原野」のように広い平地を想起させ、日本語・中国語ともに""平原""のニュアンスを掴みやすい。",新出だが比較的画数も少ない(10画)。
promontor（岬・みさき）,海角,中国語で「海角」は海岸線が突き出た岬を指す表現として通じる。日本語話者にとっては「海+角」で「海辺の突端」と推測しやすい。,「海」と「角」の2文字。「海」は後の「地中海」(mediterane)などでも使う見込みがあるため、再利用が効く。
alte（タチアオイ等、アオイ科植物）,葵,"アオイ科の植物全般をイメージしやすい字。日本語の「葵」は「タチアオイ」「フユアオイ」「ムクゲ」などを連想する。中国語でも「葵花(ひまわり)」「木槿(ムクゲ：一種の葵科)」など、""葵""は広くアオイ科のイメージ。",新出（12画）だが、日本語圏・中国語圏ともに比較的なじみ深い（「向日葵(ひまわり)」「葵祭」など）。
lian（熱帯のつる植物）,蔓,"「蔓」は「つる」を意味し、植物が絡みつくイメージを直接表す。中国語でも「蔓」字で「蔓延」「藤蔓」など""絡み・伸びる""ニュアンス。","新出（14画）。ただし""艹(くさかんむり)+曼""構成と分解すれば把握しやすいかもしれない。"
avenu（並木道・林荫大道）,林荫道,中国語の「林荫大道」は「並木道」に相当する定訳。日本語話者にとっては「林(林)＋荫(陰)＋道」で「木陰のある道」というイメージを推測できる。,林は画数少なめ、荫(「陰」の簡体字)はやや学習負荷があるが、以降の「～道」で道路系を再利用できる。
bulvard（大通り）,大道,「大道」は直訳すれば「大きな道」で、日本語・中国語いずれも「大通り」のニュアンスが伝わりやすい。,「大」は画数が少なく、「道」は後述の単語でもたびたび出現。
ale（並木道・園路・小道）,径,中国語の「花径」「小径」が示すように庭園や小道を表し、日本語でも「こみち」「小径」で通じる。,単一漢字で済むので比較的負担が軽い。
strat（街路）,街,「街」は日本語・中国語とも「まちなかの通り」を意味するシンプルな字。「街路」そのもののイメージに近い。,単一漢字。道路系としては分かりやすい。
trotuar（歩道・人行道）,人行道,中国語で「人行道」は「歩道」の定訳。日本語話者にも「人(ひと)が行く道」で何となく想像がつきやすい。,「人」「行」「道」はいずれも基本的な字。すでに「道」は再使用。
voj（道）,路,"中国語の「路」は道路の意味で最も一般的。日本語でも「路線」「道路」の""路""として馴染み深い。","単一漢字。「路」は画数やや多め(13画)だが、""足へん(⻊)+各""の組合せとして覚えられる。"
ŝose（車道・幹線道路）,车道,"中国語で「车道」は「車が通る道」の意。日本語話者にも「車＋道」で""車両用レーン・車道""と推測しやすい。","「车(車の簡体字)」は要学習だが、以降も""交通""関連で再利用が考えられる。「道」は既出。"
ekvator（赤道）,赤道,これは日中いずれも「赤道」が既成の訳語。,「赤」「道」ともに既知または簡単な字。すでに「道」は再使用。
tropik（回帰線）,回归线,"中国語で「北回归线」「南回归线」はTropic of Cancer/Capricornに対応する。まとめて「回归线」といえば""回帰線""の概念として通じる。",「回」「归(歸の簡体)」「线(線の簡体)」はいずれも比較的基本的な簡体字。
orbit（軌道）,轨道,"中国語では「轨道」は天体や人工衛星の「軌道」を指す標準的な用語。日本語圏でも「軌(轨)＋道」と見れば""道筋""の連想で理解しやすい。",「轨」は「車へん＋九」の形で比較的覚えやすい。「道」は既出。
zodiak（黄道帯・十二宮）,黄道,天文学上、太陽が通る道を「黄道」と呼ぶ。日本語でも「黄道帯」の「黄道」で意が通じる。,「黄」は新出だが、「道」は既出。
meridian（子午線）,子午线,中国語の「子午线」は経線(とくに本初子午線など)の呼称で、子午＝南北を指す。日本語でも「子午線」という。,「子」「午」は画数が少ない。「线」は既出(「回归线」など)。
orient##,,"末尾に##が付されており、""語根ではない""との注釈があるため割当を行わず。",
orient（東・方位を定める）,东,"日本語「東」、中国語簡体字「东」はともに""東""を表す。",画数(5画)も少なく、方角字の中ではわかりやすい。
okcident（西）,西,東西南北の1つで、両言語に共通。,単一漢字で画数も少ない。
sud（南）,南,同上(方角の基本字)。,単一漢字。
nord（北）,北,同上(方角の基本字)。,単一漢字。
mediterane（地中海）,地中海,日中ともに同じ表記「地中海」。,「地」「中」「海」はそれぞれ比較的初級レベルの漢字かつ他でも再利用見込みあり(「海角」など)。
pacifik（太平洋）,太平洋,日中いずれも「太平洋」が慣用的名称。,「太」「平」「洋」いずれも比較的基本。
atlantik（大西洋）,大西洋,同様に日中で共通名称「大西洋」。,「大」は既出、「西」も方角字で既出、「洋」は新出だが海洋名で出番多し。
